5.064372310086545070e+01,1.235202942925758407e+01
7.760518713574956706e+00,3.277928539764144489e+01
2.522468840421837655e+01,2.100225016665265088e+01
1.255124281672627546e+02,4.104542056944248785e+00
7.181177800072113371e+01,8.059249726491737320e+00
3.522672481401024669e+01,1.697118450682939184e+01
5.328268576447393912e+01,1.170626578471650880e+01
5.064372310086545070e+01,1.235202942925758407e+01
1.051217909728520681e+02,4.783972951505028881e+00
7.956983170325941934e+00,3.205150611933324711e+01
4.343918861520694463e+01,1.425853913863599232e+01
1.056983484545881709e+02,4.681818741572051579e+00
7.405620670365968294e+01,7.669624939986690038e+00
2.838600484970429250e+01,1.946153507352611101e+01
1.319371776808583832e+02,4.010531628067823817e+00
3.290520878423859319e+00,3.799909247032860549e+01
1.194932116274062537e+02,4.186033527291591838e+00
1.284425803805632427e+02,4.037112777304199263e+00
1.906454566162915976e+00,4.074895598938748265e+01
2.838600484970429250e+01,1.946153507352611101e+01
2.051646812660243313e+01,2.349664207875696320e+01
8.849645454909628839e+00,3.121557899205291520e+01
6.818428018641935751e+01,8.680443593453261997e+00
4.627873845212899084e+01,1.346909167388200679e+01
6.270207996155184205e+00,3.412823360793010607e+01
1.596088803653152155e+01,2.582600003102204411e+01
9.319999894786942463e+00,3.074302451467503872e+01
6.688294120246401064e+01,8.903375903020524618e+00
1.257209267442149923e+02,4.069666142498688188e+00
2.220332749879800893e-01,4.677661776808692906e+01
7.876050089256932552e+01,7.033536235380871915e+00
7.876050089256932552e+01,7.033536235380871915e+00
1.463702285217970633e+01,2.660870785288325635e+01
5.258163504138234146e+01,1.220748386489304238e+01
9.459512526465987037e+01,5.375054928256293607e+00
1.807642016441420196e+01,2.460943240147642186e+01
1.130759804176388883e+02,4.372531574405710941e+00
3.379574742409848653e+01,1.749604886360450351e+01
4.824323011180746335e+01,1.295165560197323984e+01
3.723321422822644111e-01,4.600160061967980596e+01
5.313699500104836909e-02,4.882192347698058654e+01
8.097218278700961491e+01,6.718723600817851249e+00
9.152319318442602025e+01,5.623901272249486105e+00
4.282926177922184330e+00,3.643824480207219807e+01
1.176632754173420921e+02,4.242986968910476442e+00
7.625427459660619434e+01,7.340446914557707814e+00
4.552325812128867710e+01,1.367183685056341247e+01
3.768887330632480381e+00,3.726248309189604413e+01
8.181743701223265930e+01,6.664671061021282483e+00
0.000000000000000000e+00,5.000000000000000000e+01
1.397586420155877462e+01,2.706353283490397388e+01
1.056397577411305910e+00,4.305676958051942194e+01
2.292314757898503785e+01,2.252438681130301035e+01
1.270170832943659178e+01,2.798659081570648510e+01
2.632067608269530368e+01,2.044690234469095103e+01
1.149161113233281668e+02,4.311742666046010974e+00
5.480338784098137239e+01,1.136072726513832265e+01
7.545137971619132600e+01,7.535636354721896524e+00
5.753370335329843499e+01,1.076226669026590699e+01
9.926155736752417624e+01,5.046900498265415536e+00
1.906454566162915976e+00,4.074895598938748265e+01
6.009201321669510776e+01,1.046584335509238173e+01
9.761514514409496712e+01,5.170560258250938901e+00
1.251736754811438868e-01,4.766084148861764902e+01
3.179565784347275326e+01,1.808257243557622473e+01
2.553897315418242275e+00,3.953697754168027245e+01
5.586930458190572324e+01,1.112133562840891621e+01
3.050463412258310569e+01,1.888529443693409959e+01
3.373119549117634364e+01,1.751619798666681760e+01
1.786539727547453271e+00,4.185972266428140642e+01
1.089680656183710425e+02,4.531342791791055369e+00
8.827278237629442970e+01,5.918236266193848572e+00
8.322046032412953309e+01,6.446542524780307204e+00
6.142186889823419449e+01,1.012008225856130395e+01
1.104907600078023044e+01,2.928049740736539164e+01
3.650153601554598026e+01,1.644039744537343140e+01
2.889959479496700956e-02,4.885262942594933122e+01
2.419185130212217416e+01,2.169876447090088334e+01
8.959709435549082457e+01,5.794255368862616606e+00
1.359999999999999716e+02,4.000000000000000000e+00
3.807323904399351200e+00,3.719996404051164518e+01
4.161929967179871426e+01,1.500442701838719728e+01
1.062510670802187107e+01,2.961267035440651796e+01
1.326446663453451720e+02,4.007156997762246320e+00
2.975368721449043186e+00,3.884820889266445931e+01
6.978871483524456210e+01,8.383148174814071041e+00
1.359999999999999716e+02,4.000000000000000000e+00
1.359905466392832523e+02,4.001575818735673806e+00
6.389523005671293276e+01,9.504569713530290898e+00
4.872949389532776010e+00,3.560924969925959260e+01
1.010303490857068098e+01,3.009027652327183944e+01
3.786676760417252297e+01,1.607990575847315995e+01
3.904492164562623913e+01,1.559120415747918287e+01
5.732691690984849098e-01,4.500501199217225690e+01
9.377290348077434601e+01,5.457937997270385644e+00
1.653204513934503694e+01,2.547134202108843226e+01
4.777650638019342466e+01,1.307708035412713343e+01
5.034723895763296042e+00,3.539606665540107855e+01
2.129944134602269656e+01,2.282598911274066467e+01
0.000000000000000000e+00,5.000000000000000000e+01
