-1.304137946139668358e+01,-2.207327973102805174e+01
-9.925461062300009019e+00,-4.387803236924860073e+01
-1.327370978390806577e+01,-3.084393705545076969e+01
-1.598245850173937121e+01,-2.953402507337764327e+00
-1.290689609478357980e+01,-1.645688704100329502e+01
-1.044317499880354205e+01,-2.975552698319255640e+01
-1.233869959070853284e+01,-2.199265701545028762e+01
-1.304137946139668358e+01,-2.207327973102805174e+01
-1.547494457409230328e+01,-6.927170550882903122e+00
-7.689927980002952523e+00,-4.564742821604810530e+01
-1.270643595968778250e+01,-2.463280923121277155e+01
-1.531818125842795197e+01,-6.936157718327051747e+00
-1.234578891904894249e+01,-1.644755503939412122e+01
-1.086810932711865973e+01,-3.185091098954136513e+01
-1.598946837193217618e+01,-1.926273952779758325e+00
-5.733120870993236196e+00,-5.187275647944034773e+01
-1.581408463529820096e+01,-4.073553736965815908e+00
-1.596288722269579985e+01,-2.492993386602230466e+00
-4.804169891503615730e+00,-5.465923551720443641e+01
-1.086810932711865973e+01,-3.185091098954136513e+01
-8.176645654807380481e+00,-3.814386937345643247e+01
-8.921477697471846824e+00,-4.378042287952345646e+01
-1.132009483886250223e+01,-1.896052928924654424e+01
-1.222086125085561115e+01,-2.421878298565423648e+01
-5.620721071031741900e+00,-4.921568789430304491e+01
-1.118972801574183507e+01,-3.721173879739166068e+01
-8.438561509896736368e+00,-4.390925321469023856e+01
-1.275803483234071933e+01,-1.785154952910199455e+01
-1.593033385750131181e+01,-2.953326816365652085e+00
-1.287904649988352190e+00,-6.204476101961560630e+01
-1.338294010434346681e+01,-1.432310650299965360e+01
-1.338294010434346681e+01,-1.432310650299965360e+01
-9.693534106109577664e+00,-3.937613717779341016e+01
-1.525653678545477909e+01,-1.948070827727369547e+01
-1.462494507174370639e+01,-9.710819095511087795e+00
-1.195498198309115523e+01,-3.539921443313256333e+01
-1.562746842559428906e+01,-5.334653456403303018e+00
-1.024928216248883572e+01,-3.047898504205909020e+01
-1.283018436120726946e+01,-2.300432448320555423e+01
-1.267753296758879600e+00,-6.157735725370666557e+01
-1.138613105039357976e+00,-6.344657043189883439e+01
-1.334049131476838745e+01,-1.384491542767087680e+01
-1.437633668421500133e+01,-1.056952510147078783e+01
-6.341220537603366125e+00,-5.017928741695162387e+01
-1.578980172522604875e+01,-4.406499143518924022e+00
-1.265967272256958509e+01,-1.560645423667411080e+01
-1.240973133356569136e+01,-2.426488205857905101e+01
-6.469730249425794000e+00,-5.062242650611696604e+01
-1.377219724880835017e+01,-1.325398983596951652e+01
0.000000000000000000e+00,-6.529999999999999716e+01
-9.958637435512022407e+00,-3.948310263519654484e+01
-2.872051923137480145e+00,-5.810355018856247966e+01
-7.574975791711725748e+00,-3.780118415822231981e+01
-9.029137231057395852e+00,-4.115756100895099934e+01
-1.310053087860548082e+01,-3.051950911580479797e+01
-1.568851957249815321e+01,-4.961109328630228354e+00
-1.288190597876317511e+01,-2.101402220417261191e+01
-1.349947021422704196e+01,-1.500420464117739883e+01
-1.303057301023164172e+01,-2.009673150093314220e+01
-1.495341833713028201e+01,-8.485488356700340518e+00
-4.804169891503615730e+00,-5.465923551720443641e+01
-1.490684802224248884e+01,-1.765885600830867830e+01
-1.489037071461657469e+01,-8.869693668719740742e+00
-1.553820474436765409e+00,-6.232390836741164719e+01
-1.232251152072769251e+01,-2.905768326409712543e+01
-5.967218951358312040e+00,-5.267188297633711613e+01
-1.289342342922575213e+01,-2.069898226053373946e+01
-9.275612168347805664e+00,-3.277986937542519286e+01
-1.026542014571936967e+01,-3.048461932260427076e+01
-1.872490677040435259e+00,-5.827536196239628907e+01
-1.546865720820894907e+01,-6.204938624110028833e+00
-1.408176373380615232e+01,-1.152826066946599326e+01
-1.355345747521969280e+01,-1.313139899102906227e+01
-1.001802759725940817e+01,-2.214074142314224503e+01
-9.493447569675764086e+00,-4.171748947462643287e+01
-1.134122068701275410e+01,-2.834778737787940983e+01
-4.028237464565336268e-01,-6.420441896989380837e+01
-8.400598132113856309e+00,-3.628988285510834544e+01
-1.420574463113738339e+01,-1.113124443685655862e+01
-1.600000000000000000e+01,-1.300000000000005151e+00
-5.364560043384095422e+00,-5.168431979526297937e+01
-1.007226505163411190e+01,-2.798749620862840359e+01
-9.114294976155029815e+00,-4.235954123028559337e+01
-1.599284300223775368e+01,-1.814751244617821335e+00
-3.856537567276991041e+00,-5.430608246010432794e+01
-1.161685182518592896e+01,-1.824472985441583006e+01
-1.600000000000000000e+01,-1.300000000000005151e+00
-1.600236334017918693e+01,-1.300000155169729332e+00
-1.103742622096671866e+01,-2.038103109864452378e+01
-6.628011947468653631e+00,-4.930659546365717461e+01
-9.362967417161291550e+00,-4.247574326051620375e+01
-1.387936329750234421e+01,-2.538856501695567047e+01
-1.176367937494079285e+01,-2.703430487270277993e+01
-3.177712524916280756e+00,-5.903930429502230481e+01
-1.463126222284965472e+01,-9.877565053396427430e+00
-1.132819629243942572e+01,-3.677480214931188129e+01
-1.294686529411077913e+01,-2.303290696133648652e+01
-6.841194991327167685e+00,-4.894123641754897847e+01
-1.240743033254469374e+01,-3.339324693319629489e+01
0.000000000000000000e+00,-6.529999999999999716e+01
